recording_id,subject_id,s3_url
sub-059_ses-2_task-picture,sub-059,s3://openneuro.org/ds006914/sub-059/ses-2/ieeg/sub-059_ses-2_task-picture
sub-059_ses-3_task-picture,sub-059,s3://openneuro.org/ds006914/sub-059/ses-3/ieeg/sub-059_ses-3_task-picture
sub-060_ses-1_task-picture,sub-060,s3://openneuro.org/ds006914/sub-060/ses-1/ieeg/sub-060_ses-1_task-picture
sub-060_ses-2_task-picture,sub-060,s3://openneuro.org/ds006914/sub-060/ses-2/ieeg/sub-060_ses-2_task-picture
sub-060_ses-3_task-picture,sub-060,s3://openneuro.org/ds006914/sub-060/ses-3/ieeg/sub-060_ses-3_task-picture
sub-061_ses-1_task-picture,sub-061,s3://openneuro.org/ds006914/sub-061/ses-1/ieeg/sub-061_ses-1_task-picture
sub-061_ses-2_task-picture,sub-061,s3://openneuro.org/ds006914/sub-061/ses-2/ieeg/sub-061_ses-2_task-picture
sub-061_ses-3_task-picture,sub-061,s3://openneuro.org/ds006914/sub-061/ses-3/ieeg/sub-061_ses-3_task-picture
sub-062_ses-1_task-picture,sub-062,s3://openneuro.org/ds006914/sub-062/ses-1/ieeg/sub-062_ses-1_task-picture
sub-062_ses-2_task-picture,sub-062,s3://openneuro.org/ds006914/sub-062/ses-2/ieeg/sub-062_ses-2_task-picture
sub-062_ses-3_task-picture,sub-062,s3://openneuro.org/ds006914/sub-062/ses-3/ieeg/sub-062_ses-3_task-picture
sub-062_ses-4_task-picture,sub-062,s3://openneuro.org/ds006914/sub-062/ses-4/ieeg/sub-062_ses-4_task-picture
sub-063_ses-1_task-picture,sub-063,s3://openneuro.org/ds006914/sub-063/ses-1/ieeg/sub-063_ses-1_task-picture
sub-063_ses-2_task-picture,sub-063,s3://openneuro.org/ds006914/sub-063/ses-2/ieeg/sub-063_ses-2_task-picture
sub-063_ses-3_task-picture,sub-063,s3://openneuro.org/ds006914/sub-063/ses-3/ieeg/sub-063_ses-3_task-picture
sub-063_ses-4_task-picture,sub-063,s3://openneuro.org/ds006914/sub-063/ses-4/ieeg/sub-063_ses-4_task-picture
sub-064_ses-1_task-picture,sub-064,s3://openneuro.org/ds006914/sub-064/ses-1/ieeg/sub-064_ses-1_task-picture
sub-064_ses-2_task-picture,sub-064,s3://openneuro.org/ds006914/sub-064/ses-2/ieeg/sub-064_ses-2_task-picture
sub-064_ses-3_task-picture,sub-064,s3://openneuro.org/ds006914/sub-064/ses-3/ieeg/sub-064_ses-3_task-picture
sub-065_ses-1_task-picture,sub-065,s3://openneuro.org/ds006914/sub-065/ses-1/ieeg/sub-065_ses-1_task-picture
sub-066_ses-1_task-picture,sub-066,s3://openneuro.org/ds006914/sub-066/ses-1/ieeg/sub-066_ses-1_task-picture
sub-066_ses-2_task-picture,sub-066,s3://openneuro.org/ds006914/sub-066/ses-2/ieeg/sub-066_ses-2_task-picture
sub-066_ses-3_task-picture,sub-066,s3://openneuro.org/ds006914/sub-066/ses-3/ieeg/sub-066_ses-3_task-picture
sub-067_ses-1_task-picture,sub-067,s3://openneuro.org/ds006914/sub-067/ses-1/ieeg/sub-067_ses-1_task-picture
sub-067_ses-2_task-picture,sub-067,s3://openneuro.org/ds006914/sub-067/ses-2/ieeg/sub-067_ses-2_task-picture
sub-067_ses-3_task-picture,sub-067,s3://openneuro.org/ds006914/sub-067/ses-3/ieeg/sub-067_ses-3_task-picture
sub-067_ses-4_task-picture,sub-067,s3://openneuro.org/ds006914/sub-067/ses-4/ieeg/sub-067_ses-4_task-picture
sub-068_ses-1_task-picture,sub-068,s3://openneuro.org/ds006914/sub-068/ses-1/ieeg/sub-068_ses-1_task-picture
sub-068_ses-2_task-picture,sub-068,s3://openneuro.org/ds006914/sub-068/ses-2/ieeg/sub-068_ses-2_task-picture
sub-068_ses-3_task-picture,sub-068,s3://openneuro.org/ds006914/sub-068/ses-3/ieeg/sub-068_ses-3_task-picture
sub-068_ses-4_task-picture,sub-068,s3://openneuro.org/ds006914/sub-068/ses-4/ieeg/sub-068_ses-4_task-picture
sub-069_ses-1_task-picture,sub-069,s3://openneuro.org/ds006914/sub-069/ses-1/ieeg/sub-069_ses-1_task-picture
sub-069_ses-2_task-picture,sub-069,s3://openneuro.org/ds006914/sub-069/ses-2/ieeg/sub-069_ses-2_task-picture
sub-069_ses-3_task-picture,sub-069,s3://openneuro.org/ds006914/sub-069/ses-3/ieeg/sub-069_ses-3_task-picture
sub-070_ses-1_task-picture,sub-070,s3://openneuro.org/ds006914/sub-070/ses-1/ieeg/sub-070_ses-1_task-picture
sub-070_ses-2_task-picture,sub-070,s3://openneuro.org/ds006914/sub-070/ses-2/ieeg/sub-070_ses-2_task-picture
sub-070_ses-3_task-picture,sub-070,s3://openneuro.org/ds006914/sub-070/ses-3/ieeg/sub-070_ses-3_task-picture
