recording_id,subject_id,s3_url
sub-NDARBK082PDD_task-RestingState,sub-NDARBK082PDD,s3://openneuro.org/ds005505/sub-NDARBK082PDD/eeg/sub-NDARBK082PDD_task-RestingState
sub-NDARBK082PDD_task-ThePresent,sub-NDARBK082PDD,s3://openneuro.org/ds005505/sub-NDARBK082PDD/eeg/sub-NDARBK082PDD_task-ThePresent
sub-NDARBK082PDD_task-contrastChangeDetection_run-1,sub-NDARBK082PDD,s3://openneuro.org/ds005505/sub-NDARBK082PDD/eeg/sub-NDARBK082PDD_task-contrastChangeDetection_run-1
sub-NDARBK082PDD_task-contrastChangeDetection_run-2,sub-NDARBK082PDD,s3://openneuro.org/ds005505/sub-NDARBK082PDD/eeg/sub-NDARBK082PDD_task-contrastChangeDetection_run-2
sub-NDARBK082PDD_task-contrastChangeDetection_run-3,sub-NDARBK082PDD,s3://openneuro.org/ds005505/sub-NDARBK082PDD/eeg/sub-NDARBK082PDD_task-contrastChangeDetection_run-3
sub-NDARBK082PDD_task-seqLearning6target,sub-NDARBK082PDD,s3://openneuro.org/ds005505/sub-NDARBK082PDD/eeg/sub-NDARBK082PDD_task-seqLearning6target
sub-NDARBK082PDD_task-surroundSupp_run-1,sub-NDARBK082PDD,s3://openneuro.org/ds005505/sub-NDARBK082PDD/eeg/sub-NDARBK082PDD_task-surroundSupp_run-1
sub-NDARBK082PDD_task-surroundSupp_run-2,sub-NDARBK082PDD,s3://openneuro.org/ds005505/sub-NDARBK082PDD/eeg/sub-NDARBK082PDD_task-surroundSupp_run-2
sub-NDARBK082PDD_task-symbolSearch,sub-NDARBK082PDD,s3://openneuro.org/ds005505/sub-NDARBK082PDD/eeg/sub-NDARBK082PDD_task-symbolSearch
sub-NDARBM173BJG_task-DespicableMe,sub-NDARBM173BJG,s3://openneuro.org/ds005505/sub-NDARBM173BJG/eeg/sub-NDARBM173BJG_task-DespicableMe
sub-NDARBM173BJG_task-DiaryOfAWimpyKid,sub-NDARBM173BJG,s3://openneuro.org/ds005505/sub-NDARBM173BJG/eeg/sub-NDARBM173BJG_task-DiaryOfAWimpyKid
sub-NDARBM173BJG_task-FunwithFractals,sub-NDARBM173BJG,s3://openneuro.org/ds005505/sub-NDARBM173BJG/eeg/sub-NDARBM173BJG_task-FunwithFractals
sub-NDARBM173BJG_task-RestingState,sub-NDARBM173BJG,s3://openneuro.org/ds005505/sub-NDARBM173BJG/eeg/sub-NDARBM173BJG_task-RestingState
sub-NDARBM173BJG_task-ThePresent,sub-NDARBM173BJG,s3://openneuro.org/ds005505/sub-NDARBM173BJG/eeg/sub-NDARBM173BJG_task-ThePresent
